team,conference,N_raw,N_adj,ave_margin,points,wins,losses
East Carolina,american athletic,-28.32352941176471,-0.5367304424099557,-20.5,34.0,0,2
Eastern Michigan,mid-american,-13.916666666666668,-0.26372061716889306,-7.666666666666667,56.0,1,2
Florida,sec,39.525423728813564,0.749006165721537,47.0,118.0,2,0
Florida Atlantic,american athletic,-21.04237288135593,-0.39875263925526927,-18.5,59.0,1,1
Florida International,conference usa,-6.333333333333332,-0.12001656829243033,1.5,42.0,1,1
Florida State,acc,-2.258620689655171,-0.042800826986320414,7.0,58.0,1,1
Fresno State,pac-12,-3.142857142857145,-0.0595570940398527,3.5,49.0,1,1
Georgia,sec,48.73684210526316,0.9235624008763754,55.0,133.0,2,0
Georgia Southern,sun belt,3.0526315789473673,0.057847321005215724,8.0,38.0,1,1
Georgia State,sun belt,23.777777777777775,0.4505885195540367,31.5,90.0,2,0
Georgia Tech,acc,-41.58108108108108,-0.787960840616945,-11.0,37.0,0,2
Hawai'i,mountain west,-16.150537634408604,-0.3060524373093895,-5.0,62.0,1,2
Houston,big 12,40.22727272727273,0.7623061933406761,42.0,110.0,2,0
Illinois,big ten,-1.9202898550724612,-0.036389462926194514,7.5,69.0,1,1
Indiana,big ten,39.794392523364486,0.7541031202004453,45.5,107.0,2,0
Iowa,big ten,3.25,0.061587449518484,21.5,56.0,2,0
Iowa State,big 12,3.6764705882352917,0.06966906054127145,12.5,51.0,1,1
Jacksonville State,conference usa,-4.16465863453815,-0.07892021643579596,4.666666666666667,83.0,1,2
James Madison,sun belt,31.981308411214954,0.6060452976340827,45.5,107.0,2,0
Kansas,big 12,8.75,0.16581236408822617,14.0,72.0,1,1
Kansas State,big 12,42.333333333333336,0.8022160091125609,47.5,105.0,2,0
Kennesaw State,conference usa,17.21875,0.32629504504504503,16.5,64.0,1,1
Kent State,mid-american,-29.11111111111111,-0.5516551033792413,-18.0,36.0,1,1
Kentucky,sec,-8.983870967741948,-0.17024421529427117,2.0,62.0,1,1
Liberty,conference usa,-16.66216216216216,-0.31574771416337116,-3.0,37.0,1,1
Louisiana,sun belt,2.323529411764708,0.044030846262083624,6.0,68.0,1,1
Louisiana Tech,sun belt,10.457446808510639,0.1981684545881171,21.5,94.0,1,1
Louisville,acc,15.298969072164951,0.28991522628209443,21.5,97.0,1,1
LSU,sec,27.604166666666668,0.5230985295640468,36.0,96.0,2,0
Marshall,sun belt,-22.5,-0.42637465051258155,-21.5,28.0,1,1
Maryland,big ten,37.5,0.7106244175209693,43.0,100.0,2,0
Massachusetts,mid-american,3.108108108108109,0.058898600371107376,21.5,74.0,2,0
Memphis,american athletic,-5.408239700374532,-0.10248605831713155,2.0,89.0,2,1
Miami,acc,52.77049180327869,1.0,54.5,122.0,2,0
Miami (OH),mid-american,-11.47457627118644,-0.21744304210698132,-3.5,59.0,1,1
Michigan,big ten,0.1666666666666674,0.003158330744537655,4.0,30.0,2,0
Michigan State,big ten,6.192307692307692,0.11734413458551389,19.0,65.0,2,0
Middle Tennessee,conference usa,-4.6875,-0.08882805219012116,11.0,64.0,1,1
Minnesota,big ten,-7.333333333333332,-0.1389665527596562,13.5,72.0,1,1
Mississippi State,sec,32.0,0.6063995029512271,37.0,100.0,2,0
Missouri,sec,22.652173913043477,0.4292583438010724,28.5,92.0,2,0
Missouri State,conference usa,-7.9583333333333375,-0.15081029305167246,-8.0,48.0,1,1
Navy,american athletic,8.11111111111111,0.15370542956749852,9.5,72.0,1,1
NC State,acc,20.530864197530864,0.3890595576419331,23.5,81.0,1,1
Nebraska,big ten,35.166666666666664,0.6664077870974422,38.5,105.0,2,0
Nevada,mountain west,13.5,0.25582479030754895,11.0,56.0,1,1
New Mexico,mountain west,41.370370370370374,0.783967875921899,47.0,108.0,2,0
New Mexico State,conference usa,-10.126436781609193,-0.1918958197198387,3.3333333333333335,87.0,1,2
North Carolina,acc,9.999999999999998,0.18949984467225844,18.5,50.0,2,0
North Dakota State,mountain west,8.32110091743119,0.1576847331355398,23.333333333333332,109.0,3,0
Northern Illinois,mountain west,-43.33333333333333,-0.8211659935797866,-22.0,24.0,0,2
North Texas,american athletic,-12.500000000000014,-0.23687480584032336,1.0,60.0,1,1
Northwestern,big ten,6.176470588235292,0.11704402170933606,16.0,34.0,1,0
Notre Dame,fbs independents,29.634408602150536,0.5615715827061767,40.0,93.0,2,0
Ohio,mid-american,-34.0,-0.6442994718856788,-13.0,50.0,1,1
Ohio State,big ten,20.80379746835443,0.3942316388846288,26.0,79.0,1,1
Oklahoma,sec,6.926229508196721,0.13125194159676917,22.0,61.0,1,1
Oklahoma State,big 12,-16.285714285714285,-0.30861403275196375,-3.0,49.0,1,1
Old Dominion,sun belt,-10.615384615384615,-0.20116137357516667,-1.0,52.0,1,1
Ole Miss,sec,10.182926829268292,0.19296630524553146,17.5,82.0,2,0
Oregon,big ten,-14.807692307692308,-0.2806055392262289,-0.5,65.0,1,1
Oregon State,pac-12,-13.27272727272727,-0.2515179756559066,-12.0,44.0,0,2
Penn State,big ten,24.75,0.4690121155638397,31.5,72.0,2,0
Pittsburgh,acc,18.866197183098592,0.35751414357533834,25.0,71.0,2,0
Purdue,big ten,-4.000000000000002,-0.07579993786890342,11.5,80.0,1,1
Rice,american athletic,-19.338709677419356,-0.366468248003287,-12.0,31.0,1,1
Rutgers,big ten,-9.0,-0.17054986020503263,-11.5,42.0,0,2
Sacramento State,mid-american,-11.777777777777777,-0.22318870594732662,-1.6666666666666667,72.0,1,2
Sam Houston,conference usa,-8.447368421052634,-0.16007750036788154,-4.5,38.0,0,2
San Diego State,pac-12,-4.611111111111111,-0.08738048393220807,7.5,63.0,1,1
San José State,mountain west,-13.714859437751004,-0.25989637331556736,0.0,83.0,2,1
SMU,acc,20.885542168674696,0.3957806996859759,24.5,83.0,2,0
South Alabama,sun belt,-1.6111111111111107,-0.030530530530530522,10.5,63.0,1,1
South Carolina,sec,37.17647058823529,0.7044935401933373,46.5,102.0,2,0
Southern Miss,sun belt,5.122807017543857,0.09707711341105166,5.5,57.0,1,1
South Florida,american athletic,-5.765957446808512,-0.1092648040557065,7.0,47.0,2,0
Stanford,acc,-31.941860465116278,-0.6052977596682488,-14.5,43.0,1,1
Syracuse,acc,23.666666666666668,0.44848296572434504,30.0,84.0,1,1
TCU,big 12,17.65068493150685,0.3344802052879521,25.5,73.0,1,1
Temple,american athletic,-17.71276595744681,-0.3356566397652238,3.0,47.0,1,1
Tennessee,sec,27.04950495049505,0.5125876986580298,34.0,101.0,2,0
Texas,sec,19.168674698795183,0.3632460877994738,26.5,83.0,2,0
Texas A&M,sec,26.214285714285715,0.4967603071051347,39.0,98.0,2,0
Texas State,pac-12,-36.57575757575758,-0.6931100379376242,-28.5,33.0,0,2
Texas Tech,big 12,7.176470588235292,0.1359940061765619,17.0,68.0,2,0
Toledo,mid-american,17.885542168674696,0.33893074628429837,21.5,83.0,1,1
Troy,sun belt,2.241379310344829,0.04247410311619589,10.0,58.0,2,0
Tulane,american athletic,-9.838709677419356,-0.18644339556464143,-5.0,31.0,1,1
Tulsa,american athletic,5.680851063829785,0.10765203942019785,10.0,47.0,2,0
UAB,american athletic,-27.92857142857143,-0.5292459947632362,-6.5,49.0,1,1
UCF,big 12,25.25,0.4784871077974526,31.0,80.0,1,1
UCLA,big ten,17.445205479452053,0.33058637286317966,19.5,73.0,2,0
UConn,fbs independents,13.0,0.246349798073936,12.5,70.0,1,1
UL Monroe,sun belt,-45.18181818181819,-0.8561947527464769,-27.5,33.0,0,2
UNLV,mountain west,-16.583333333333332,-0.31425390908149525,-9.666666666666666,48.0,1,2
USC,big ten,20.435897435897434,0.3872599389840769,24.666666666666668,130.0,3,0
Utah,big 12,40.6651376146789,0.7706037261557667,42.5,109.0,2,0
Utah State,pac-12,-8.338709677419356,-0.15801841886380263,-7.0,31.0,0,2
UTEP,mountain west,-7.960784313725483,-0.1508567390920331,-5.0,51.0,1,1
UTSA,american athletic,6.947368421052634,0.13165252366704278,17.0,76.0,2,0
Vanderbilt,sec,-4.166666666666668,-0.07895826861344105,14.0,63.0,2,0
Virginia,acc,31.397849462365592,0.5949887596161234,41.0,93.0,2,0
Virginia Tech,acc,34.388888888888886,0.6516689102896,46.5,117.0,2,0
Wake Forest,acc,-0.657894736842108,-0.012467095044227583,12.0,76.0,2,0
Washington,big ten,-9.0,-0.17054986020503263,8.0,40.0,2,0
Washington State,pac-12,-50.91176470588236,-0.9647771503755278,-20.5,17.0,0,2
Western Kentucky,conference usa,-41.529411764705884,-0.7869817078742029,-42.5,34.0,0,2
Western Michigan,mid-american,8.663934426229508,0.16418142280211245,17.0,61.0,1,1
West Virginia,big 12,22.385542168674696,0.42420567638681467,26.0,83.0,2,0
Wisconsin,big ten,-21.92857142857143,-0.4155460879598811,-0.5,49.0,1,1
Wyoming,mountain west,-16.82352941176471,-0.31880562103685844,-7.0,34.0,1,1
