team,conference,SOR_raw,SOR_adj,wins,losses
Missouri,sec,0.20454545454545453,0.28471001757469244,2,0
Missouri State,conference usa,-0.25,-0.34797891036906853,1,1
Navy,american athletic,-0.49350649350649356,-0.6869194074817977,1,1
NC State,acc,-0.3582887700534759,-0.49870774320272926,1,1
Nebraska,big ten,0.11188811188811186,0.15573881303231035,2,0
Nevada,mountain west,-0.9727272727272728,-1.3539543057996486,1,1
New Mexico,mountain west,0.06993006993006991,0.09733675814519396,2,0
New Mexico State,conference usa,-1.8689839572192515,-2.6014680037217,1,2
North Carolina,acc,0.40909090909090906,0.5694200351493849,2,0
North Dakota State,mountain west,0.2818181818181818,0.3922671353251318,3,0
Northern Illinois,mountain west,-1.393939393939394,-1.9402460456942006,0,2
North Texas,american athletic,0.3181818181818182,0.4428822495606327,1,1
Northwestern,big ten,0.0,0.0,1,0
Notre Dame,fbs independents,0.2958152958152958,0.41174993723324127,2,0
Ohio,mid-american,-0.0010101010101011554,-0.0014059753954307821,1,1
Ohio State,big ten,-0.5065559440559441,-0.705083141814249,1,1
Oklahoma,sec,-0.5707070707070707,-0.7943760984182777,1,1
Oklahoma State,big 12,-0.4199134199134199,-0.584484057243284,1,1
Old Dominion,sun belt,-0.4866310160427808,-0.6773493228574383,1,1
Ole Miss,sec,0.5836516424751719,0.8123938503345098,2,0
Oregon,big ten,-0.8068181818181818,-1.1230228471001757,1,1
Oregon State,pac-12,-0.5681818181818183,-0.7908611599297015,0,2
Penn State,big ten,0.44155844155844154,0.614612101431082,2,0
Pittsburgh,acc,0.6232517482517482,0.8675138569690415,2,0
Purdue,big ten,-0.6577540106951871,-0.9155380957303835,1,1
Rice,american athletic,-0.36363636363636365,-0.5061511423550088,1,1
Rutgers,big ten,-1.5466886055121352,-2.1528600625054675,0,2
Sacramento State,mid-american,-1.7613636363636362,-2.4516695957820738,1,2
Sam Houston,conference usa,-1.3896103896103895,-1.9342204368566407,0,2
San Diego State,pac-12,-0.4444444444444444,-0.6186291739894552,1,1
San José State,mountain west,-0.16161616161616166,-0.22495606326889286,2,1
SMU,acc,0.08556149732620323,0.11909438643647269,2,0
South Alabama,sun belt,-0.7272727272727273,-1.0123022847100176,1,1
South Carolina,sec,0.04195804195804194,0.058402054887116375,2,0
Southern Miss,sun belt,-0.6875,-0.9569420035149385,1,1
South Florida,american athletic,0.2142857142857143,0.29826763745920165,2,0
Stanford,acc,-0.2700534759358289,-0.37589165719011686,1,1
Syracuse,acc,-0.44385026737967914,-0.6178021296392019,1,1
TCU,big 12,-0.6149732620320856,-0.8559909025121473,1,1
Temple,american athletic,-0.24242424242424243,-0.3374340949033392,1,1
Tennessee,sec,0.2566844919786096,0.35728315930941795,2,0
Texas,sec,0.7184343434343434,1.0,2,0
Texas A&M,sec,0.3613636363636363,0.5029876977152898,2,0
Texas State,pac-12,-1.0949675324675325,-1.5241024353502386,0,2
Texas Tech,big 12,0.0340909090909091,0.04745166959578209,2,0
Toledo,mid-american,-0.4949494949494949,-0.6889279437609841,1,1
Troy,sun belt,0.08181818181818182,0.11388400702987697,2,0
Tulane,american athletic,-0.06493506493506493,-0.09038413256339442,1,1
Tulsa,american athletic,0.18409090909090908,0.2562390158172232,2,0
UAB,american athletic,-0.7215007215007214,-1.0042681395932713,1,1
UCF,big 12,-0.5294117647058825,-0.7368965160756747,1,1
UCLA,big ten,0.6243315508021391,0.8690168510286365,2,0
UConn,fbs independents,-0.14141414141414144,-0.19683655536028122,1,1
UL Monroe,sun belt,-1.0787337662337664,-1.50150640220939,0,2
UNLV,mountain west,-1.2922077922077924,-1.7986442380115493,1,2
USC,big ten,0.45941558441558444,0.6394677378860156,3,0
Utah,big 12,0.125,0.17398945518453426,2,0
Utah State,pac-12,-1.696969696969697,-2.3620386643233746,0,2
UTEP,mountain west,-0.625,-0.8699472759226714,1,1
UTSA,american athletic,0.011363636363636367,0.01581722319859403,2,0
Vanderbilt,sec,0.24545454545454545,0.34165202108963094,2,0
Virginia,acc,0.12834224598930485,0.17864157965470903,2,0
Virginia Tech,acc,0.07792207792207793,0.10846095907607332,2,0
Wake Forest,acc,0.4794094794094793,0.6672975530620521,2,0
Washington,big ten,0.0681818181818182,0.09490333919156418,2,0
Washington State,pac-12,-0.9810606060606062,-1.365553602811951,0,2
Western Kentucky,conference usa,-0.6818181818181819,-0.9490333919156416,0,2
Western Michigan,mid-american,-0.797979797979798,-1.1107205623901582,1,1
West Virginia,big 12,0.25974025974025977,0.36153653025357774,2,0
Wisconsin,big ten,-0.36363636363636365,-0.5061511423550088,1,1
Wyoming,mountain west,-0.9204545454545454,-1.281195079086116,1,1
