team,conference,conf_wins,conf_losses,standing_index,conf_index,overall_index
East Carolina,american athletic,0,0,0.7857142857142857,0.5454545454545454,0.42857142857142855
Florida Atlantic,american athletic,0,0,0.7142857142857143,0.5454545454545454,0.3896103896103896
Navy,american athletic,0,0,0.6428571428571428,0.5454545454545454,0.3506493506493506
North Texas,american athletic,0,0,0.5714285714285714,0.5454545454545454,0.3116883116883116
Rice,american athletic,0,0,0.5,0.5454545454545454,0.2727272727272727
South Florida,american athletic,0,0,0.4285714285714286,0.5454545454545454,0.23376623376623376
Temple,american athletic,0,0,0.3571428571428571,0.5454545454545454,0.19480519480519476
Tulane,american athletic,0,0,0.2857142857142857,0.5454545454545454,0.1558441558441558
Tulsa,american athletic,0,0,0.2142857142857143,0.5454545454545454,0.11688311688311688
UAB,american athletic,0,0,0.1428571428571429,0.5454545454545454,0.07792207792207795
UTSA,american athletic,0,0,0.0714285714285714,0.5454545454545454,0.03896103896103894
Boise State,pac-12,0,0,1.0,0.18181818181818177,0.18181818181818177
Colorado State,pac-12,0,0,0.875,0.18181818181818177,0.15909090909090906
Fresno State,pac-12,0,0,0.75,0.18181818181818177,0.13636363636363633
Oregon State,pac-12,0,0,0.625,0.18181818181818177,0.1136363636363636
San Diego State,pac-12,0,0,0.5,0.18181818181818177,0.09090909090909088
Texas State,pac-12,0,0,0.375,0.18181818181818177,0.06818181818181816
Utah State,pac-12,0,0,0.25,0.18181818181818177,0.04545454545454544
Washington State,pac-12,0,0,0.125,0.18181818181818177,0.02272727272727272
Duke,acc,0,0,1.0,0.7272727272727273,0.7272727272727273
Virginia,acc,1,0,0.9411764705882353,0.7272727272727273,0.6844919786096256
Florida State,acc,0,0,0.8823529411764706,0.7272727272727273,0.6417112299465241
Stanford,acc,0,0,0.8235294117647058,0.7272727272727273,0.5989304812834224
North Carolina,acc,0,0,0.7647058823529411,0.7272727272727273,0.5561497326203209
Boston College,acc,0,0,0.7058823529411764,0.7272727272727273,0.5133689839572192
California,acc,0,0,0.6470588235294117,0.7272727272727273,0.4705882352941176
Clemson,acc,0,0,0.5882352941176471,0.7272727272727273,0.4278074866310161
Georgia Tech,acc,0,0,0.5294117647058824,0.7272727272727273,0.3850267379679145
Louisville,acc,0,0,0.47058823529411764,0.7272727272727273,0.3422459893048128
Miami,acc,0,0,0.4117647058823529,0.7272727272727273,0.2994652406417112
Pittsburgh,acc,0,0,0.3529411764705882,0.7272727272727273,0.2566844919786096
SMU,acc,0,0,0.2941176470588235,0.7272727272727273,0.213903743315508
Syracuse,acc,0,0,0.23529411764705888,0.7272727272727273,0.17112299465240646
Virginia Tech,acc,0,0,0.17647058823529416,0.7272727272727273,0.12834224598930485
Wake Forest,acc,0,0,0.11764705882352944,0.7272727272727273,0.08556149732620323
NC State,acc,0,1,0.05882352941176472,0.7272727272727273,0.042780748663101616
Kennesaw State,conference usa,0,0,1.0,0.2727272727272727,0.2727272727272727
Delaware,conference usa,0,0,0.9,0.2727272727272727,0.24545454545454545
Florida International,conference usa,0,0,0.8,0.2727272727272727,0.21818181818181817
Liberty,conference usa,0,0,0.7,0.2727272727272727,0.1909090909090909
Middle Tennessee,conference usa,0,0,0.6,0.2727272727272727,0.1636363636363636
Missouri State,conference usa,0,0,0.5,0.2727272727272727,0.13636363636363635
Sam Houston,conference usa,0,0,0.4,0.2727272727272727,0.10909090909090909
Western Kentucky,conference usa,0,0,0.30000000000000004,0.2727272727272727,0.08181818181818182
New Mexico State,conference usa,0,0,0.19999999999999996,0.2727272727272727,0.05454545454545453
Jacksonville State,conference usa,0,0,0.09999999999999998,0.2727272727272727,0.027272727272727264
Indiana,big ten,0,0,1.0,1.0,1.0
USC,big ten,0,0,0.9444444444444444,1.0,0.9444444444444444
Illinois,big ten,0,0,0.8888888888888888,1.0,0.8888888888888888
Iowa,big ten,0,0,0.8333333333333334,1.0,0.8333333333333334
Maryland,big ten,0,0,0.7777777777777778,1.0,0.7777777777777778
Michigan,big ten,0,0,0.7222222222222222,1.0,0.7222222222222222
Michigan State,big ten,0,0,0.6666666666666667,1.0,0.6666666666666667
Minnesota,big ten,0,0,0.6111111111111112,1.0,0.6111111111111112
Nebraska,big ten,0,0,0.5555555555555556,1.0,0.5555555555555556
Northwestern,big ten,0,0,0.5,1.0,0.5
Ohio State,big ten,0,0,0.4444444444444444,1.0,0.4444444444444444
Oregon,big ten,0,0,0.38888888888888884,1.0,0.38888888888888884
Penn State,big ten,0,0,0.33333333333333337,1.0,0.33333333333333337
Purdue,big ten,0,0,0.2777777777777778,1.0,0.2777777777777778
Rutgers,big ten,0,0,0.2222222222222222,1.0,0.2222222222222222
UCLA,big ten,0,0,0.16666666666666663,1.0,0.16666666666666663
Washington,big ten,0,0,0.11111111111111116,1.0,0.11111111111111116
Wisconsin,big ten,0,0,0.05555555555555558,1.0,0.05555555555555558
Notre Dame,fbs independents,0,0,1.0,0.6363636363636364,0.6363636363636364
UConn,fbs independents,0,0,0.5,0.6363636363636364,0.3181818181818182
