team,conference,N_raw,N_adj,ave_margin,points,wins,losses
Iowa State,big 12,10.987421383647796,0.2686977019082214,24.333333333333332,106.0,2,1
Jacksonville State,conference usa,-6.837719298245613,-0.16721661958523343,4.5,114.0,2,2
James Madison,sun belt,20.84210526315788,0.509694275990397,34.666666666666664,133.0,3,0
Kansas,big 12,-3.3408239700374516,-0.08169994504487997,7.0,89.0,1,2
Kansas State,big 12,30.083333333333336,0.7356887708371498,35.333333333333336,136.0,3,0
Kennesaw State,conference usa,-5.8493150684931505,-0.14304516608240256,0.0,73.0,1,2
Kent State,mid-american,-45.769230769230774,-1.1192878380092157,-30.666666666666668,39.0,1,2
Kentucky,sec,-4.935483870967739,-0.12069739820007203,4.666666666666667,93.0,2,1
Liberty,conference usa,2.7499999999999893,0.06725132808206605,10.0,88.0,2,1
Louisiana,sun belt,2.524344569288388,0.06173291811687119,6.333333333333333,89.0,2,1
Louisiana Tech,sun belt,1.3628318584070795,0.03332809179288242,8.666666666666666,113.0,1,2
Louisville,acc,12.98550724637681,0.3175609484138678,17.666666666666668,138.0,2,1
LSU,sec,13.166666666666664,0.3219912071808023,21.333333333333332,120.0,2,1
Marshall,sun belt,-21.42528735632184,-0.5239560106372899,-12.333333333333334,58.0,2,1
Maryland,big ten,22.22222222222222,0.5434450754106369,25.666666666666668,126.0,2,1
Massachusetts,mid-american,6.333333333333332,0.1548818464920315,21.666666666666668,110.0,3,0
Memphis,american athletic,1.6529850746268657,0.04042379693399644,7.5,134.0,3,1
Miami,acc,37.41935483870967,0.9150913850462982,40.666666666666664,155.0,3,0
Miami (OH),mid-american,-14.11111111111111,-0.3450876228857544,-3.6666666666666665,90.0,1,2
Michigan,big ten,5.6829268292682915,0.13897613696781771,14.333333333333334,82.0,3,0
Michigan State,big ten,-5.33333333333333,-0.13042681809855278,7.0,75.0,2,1
Middle Tennessee,conference usa,-4.384615384615385,-0.1072258937252526,9.666666666666666,91.0,2,1
Minnesota,big ten,5.404129793510322,0.13215814754233887,20.333333333333332,113.0,2,1
Mississippi State,sec,21.014184397163117,0.5139024760984202,27.0,141.0,3,0
Missouri,sec,12.509803921568624,0.30592761009881136,22.333333333333332,119.0,3,0
Missouri State,conference usa,-8.722222222222223,-0.213302192098675,-7.333333333333333,72.0,1,2
Navy,american athletic,8.11111111111111,0.19835745252488246,9.5,72.0,1,1
NC State,acc,10.208333333333334,0.24964508151676132,14.333333333333334,112.0,1,2
Nebraska,big ten,29.99040767386091,0.7334162711962688,34.666666666666664,139.0,3,0
Nevada,mountain west,2.3859649122807056,0.05834883967566847,5.0,76.0,1,2
New Mexico,mountain west,20.649122807017545,0.5049748845460418,28.666666666666668,114.0,2,1
New Mexico State,conference usa,-10.126436781609193,-0.2476422990190195,3.3333333333333335,87.0,1,2
North Carolina,acc,-0.6666666666666661,-0.016303352262319094,9.666666666666666,70.0,2,1
North Dakota State,mountain west,7.249999999999998,0.17729895585272024,22.75,140.0,4,0
Northern Illinois,mountain west,-39.52032520325203,-0.9664706749650386,-23.0,41.0,0,3
North Texas,american athletic,-12.473684210526317,-0.3050443015397075,-4.0,95.0,1,2
Northwestern,big ten,15.999999999999998,0.3912804542956585,25.0,75.0,2,0
Notre Dame,fbs independents,20.916666666666664,0.5115176772302619,32.333333333333336,120.0,3,0
Ohio,mid-american,-23.038759689922482,-0.5634135223675859,-10.333333333333334,86.0,1,2
Ohio State,big ten,30.449275362318843,0.7446378935463576,36.0,138.0,2,1
Oklahoma,sec,5.333333333333334,0.13042681809855286,17.333333333333332,75.0,2,1
Oklahoma State,big 12,9.796296296296296,0.23956870407685574,17.666666666666668,108.0,2,1
Old Dominion,sun belt,-15.826086956521735,-0.38702740587940127,-1.6666666666666667,69.0,1,2
Ole Miss,sec,7.3157894736842115,0.1789078392996597,14.333333333333334,114.0,3,0
Oregon,big ten,20.297539149888145,0.49637689622825926,27.666666666666668,149.0,2,1
Oregon State,pac-12,1.3958333333333313,0.03413514379923058,3.6666666666666665,96.0,1,2
Penn State,big ten,29.42782152230971,0.7196582108863063,35.0,127.0,3,0
Pittsburgh,acc,13.52380952380952,0.3307251458927589,21.333333333333332,98.0,3,0
Purdue,big ten,-9.107344632768358,-0.22272037158354568,3.0,118.0,1,2
Rice,american athletic,-14.551282051282053,-0.355852015725619,-10.333333333333334,52.0,1,2
Rutgers,big ten,-7.666666666666666,-0.1874885510166697,-10.0,77.0,0,3
Sacramento State,mid-american,-17.085365853658537,-0.4178231070641903,-6.5,82.0,1,3
Sam Houston,conference usa,13.240549828178695,0.323798021993379,16.666666666666668,97.0,1,2
San Diego State,pac-12,-7.5526315789473655,-0.18469981970864138,0.6666666666666666,76.0,1,2
San José State,mountain west,-16.615591397849464,-0.4063347594088484,-4.0,93.0,2,2
SMU,acc,9.3859649122807,0.22953403843001896,13.0,114.0,2,1
South Alabama,sun belt,-1.615384615384615,-0.03950427663561936,8.666666666666666,104.0,2,1
South Carolina,sec,17.26960784313726,0.4223287501481634,28.666666666666668,136.0,2,1
Southern Miss,sun belt,-9.212121212121215,-0.22528268580659136,-5.666666666666667,77.0,1,2
South Florida,american athletic,11.591194968553463,0.28346300207032193,18.666666666666668,106.0,3,0
Stanford,acc,-34.66666666666667,-0.8477743176405936,-19.0,50.0,1,2
Syracuse,acc,6.690721649484534,0.16362178791100665,15.333333333333334,97.0,1,2
TCU,big 12,18.416666666666657,0.4503801062465651,25.0,104.0,2,1
Temple,american athletic,-11.824561403508776,-0.28916998486323897,1.6666666666666667,95.0,1,2
Tennessee,sec,26.38927738927739,0.6453505278381629,33.666666666666664,143.0,3,0
Texas,sec,15.932153392330386,0.389621263578697,25.666666666666668,113.0,3,0
Texas A&M,sec,12.56862745098039,0.30736614118078076,22.666666666666668,119.0,2,1
Texas State,pac-12,-17.715447154471548,-0.43323176316577244,-14.333333333333334,82.0,1,2
Texas Tech,big 12,6.083333333333333,0.14876808939366185,12.0,96.0,3,0
Toledo,mid-american,12.393939393939394,0.3030941397858416,14.666666666666666,132.0,2,1
Troy,sun belt,-4.666666666666668,-0.11412346583623377,3.3333333333333335,75.0,2,1
Tulane,american athletic,-15.823529411764708,-0.38696486104975064,-7.0,51.0,1,2
Tulsa,american athletic,13.925093632958802,0.34053856017585643,20.666666666666668,89.0,3,0
UAB,american athletic,-27.88888888888889,-0.6820235696403493,-6.666666666666667,63.0,1,2
UCF,big 12,17.338709677419356,0.42401863746757357,25.333333333333332,124.0,2,1
UCLA,big ten,15.6,0.38149844293826707,17.666666666666668,125.0,3,0
UConn,fbs independents,11.824858757062145,0.28917725665282956,17.666666666666668,118.0,2,1
UL Monroe,sun belt,-27.15686274509804,-0.6641218495091753,-19.333333333333332,68.0,0,3
UNLV,mountain west,-16.583333333333332,-0.4055458875251877,-9.666666666666666,48.0,1,2
USC,big ten,12.482558139534882,0.3052613137255737,20.25,172.0,4,0
Utah,big 12,35.83098591549296,0.8762477779297143,39.333333333333336,142.0,3,0
Utah State,pac-12,-17.505376344086024,-0.4280944755331534,-15.666666666666666,31.0,0,3
UTEP,mountain west,-18.343137254901958,-0.4485819423941036,-15.0,68.0,1,2
UTSA,american athletic,-8.918699186991867,-0.21810704185078117,3.3333333333333335,82.0,2,1
Vanderbilt,sec,-3.9523809523809526,-0.09665558841232041,10.666666666666666,98.0,3,0
Virginia,acc,16.75,0.40962172559076754,23.666666666666668,120.0,2,1
Virginia Tech,acc,24.780701754385966,0.6060127650138353,34.0,152.0,3,0
Wake Forest,acc,-5.5625,-0.13603109543872505,3.6666666666666665,96.0,2,1
Washington,big ten,5.106060606060604,0.12486885710003492,16.0,88.0,3,0
Washington State,pac-12,-18.025641025641022,-0.440817563092705,0.0,65.0,1,2
Western Kentucky,conference usa,-39.529411764705884,-0.9666928870833917,-41.0,34.0,0,3
Western Michigan,mid-american,7.591760299625468,0.1856567136838249,13.666666666666666,89.0,2,1
West Virginia,big 12,17.28099173553718,0.4226071435600318,21.0,121.0,3,0
Wisconsin,big ten,-5.084142394822008,-0.1243328466218608,14.333333333333334,103.0,2,1
Wyoming,mountain west,-19.560606060606062,-0.478355176605772,-9.333333333333334,44.0,1,2
