team,conference,conf_wins,conf_losses,standing_index,conf_index,overall_index
Boston College,acc,0,0,0.3529411764705882,0.7272727272727273,0.2566844919786096
California,acc,0,0,0.2941176470588235,0.7272727272727273,0.213903743315508
Clemson,acc,0,0,0.23529411764705888,0.7272727272727273,0.17112299465240646
Florida State,acc,0,1,0.17647058823529416,0.7272727272727273,0.12834224598930485
Stanford,acc,0,1,0.11764705882352944,0.7272727272727273,0.08556149732620323
NC State,acc,0,1,0.05882352941176472,0.7272727272727273,0.042780748663101616
Kennesaw State,conference usa,0,0,1.0,0.2727272727272727,0.2727272727272727
Delaware,conference usa,0,0,0.9,0.2727272727272727,0.24545454545454545
Middle Tennessee,conference usa,0,0,0.8,0.2727272727272727,0.21818181818181817
New Mexico State,conference usa,0,0,0.7,0.2727272727272727,0.1909090909090909
Jacksonville State,conference usa,0,0,0.6,0.2727272727272727,0.1636363636363636
Sam Houston,conference usa,0,0,0.5,0.2727272727272727,0.13636363636363635
Liberty,conference usa,0,0,0.4,0.2727272727272727,0.10909090909090909
Florida International,conference usa,0,0,0.30000000000000004,0.2727272727272727,0.08181818181818182
Western Kentucky,conference usa,0,0,0.19999999999999996,0.2727272727272727,0.05454545454545453
Missouri State,conference usa,0,0,0.09999999999999998,0.2727272727272727,0.027272727272727264
Indiana,big ten,0,0,1.0,1.0,1.0
Maryland,big ten,0,0,0.9444444444444444,1.0,0.9444444444444444
Ohio State,big ten,0,0,0.8888888888888888,1.0,0.8888888888888888
Minnesota,big ten,0,0,0.8333333333333334,1.0,0.8333333333333334
Penn State,big ten,0,0,0.7777777777777778,1.0,0.7777777777777778
Iowa,big ten,0,0,0.7222222222222222,1.0,0.7222222222222222
Nebraska,big ten,0,0,0.6666666666666667,1.0,0.6666666666666667
USC,big ten,0,0,0.6111111111111112,1.0,0.6111111111111112
Purdue,big ten,0,0,0.5555555555555556,1.0,0.5555555555555556
UCLA,big ten,0,0,0.5,1.0,0.5
Illinois,big ten,0,0,0.4444444444444444,1.0,0.4444444444444444
Northwestern,big ten,0,0,0.38888888888888884,1.0,0.38888888888888884
Washington,big ten,0,0,0.33333333333333337,1.0,0.33333333333333337
Michigan State,big ten,0,0,0.2777777777777778,1.0,0.2777777777777778
Oregon,big ten,0,0,0.2222222222222222,1.0,0.2222222222222222
Michigan,big ten,0,0,0.16666666666666663,1.0,0.16666666666666663
Rutgers,big ten,0,0,0.11111111111111116,1.0,0.11111111111111116
Wisconsin,big ten,0,0,0.05555555555555558,1.0,0.05555555555555558
UConn,fbs independents,0,0,1.0,0.6363636363636364,0.6363636363636364
Notre Dame,fbs independents,0,0,0.5,0.6363636363636364,0.3181818181818182
